category,term,number_of_genes,ratio_in_set,ncbiTaxonId,inputGenes,preferredNames,description
Process,GO:1901841,1,0.036,9606,['PDE4B'],['PDE4B'],Regulation of high voltage-gated calcium channel activity
Process,GO:1901888,1,0.036,9606,['IL1B'],['IL1B'],Regulation of cell junction assembly
Process,GO:1901889,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of cell junction assembly
Process,GO:1901897,1,0.036,9606,['PDE4B'],['PDE4B'],Regulation of relaxation of cardiac muscle
Process,GO:1901898,1,0.036,9606,['PDE4B'],['PDE4B'],Negative regulation of relaxation of cardiac muscle
Process,GO:1901983,1,0.036,9606,['IL1B'],['IL1B'],Regulation of protein acetylation
Process,GO:1901985,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of protein acetylation
Process,GO:1901987,1,0.036,9606,['FBXO31'],['FBXO31'],Regulation of cell cycle phase transition
Process,GO:1901988,1,0.036,9606,['FBXO31'],['FBXO31'],Negative regulation of cell cycle phase transition
Process,GO:1901990,1,0.036,9606,['FBXO31'],['FBXO31'],Regulation of mitotic cell cycle phase transition
Process,GO:1901991,1,0.036,9606,['FBXO31'],['FBXO31'],Negative regulation of mitotic cell cycle phase transition
Process,GO:1902003,2,0.071,9606,"['EPHA4', 'SP1']","['EPHA4', 'SP1']",Regulation of amyloid-beta formation
Process,GO:1902004,2,0.071,9606,"['EPHA4', 'SP1']","['EPHA4', 'SP1']",Positive regulation of amyloid-beta formation
Process,GO:1902105,6,0.214,9606,"['CD74', 'IRF1', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']",Regulation of leukocyte differentiation
Process,GO:1902106,5,0.179,9606,"['CD74', 'IRF1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'TLR4', 'RUNX3', 'BCL6']",Negative regulation of leukocyte differentiation
Process,GO:1902107,3,0.107,9606,"['CD74', 'RUNX3', 'BCL6']","['CD74', 'RUNX3', 'BCL6']",Positive regulation of leukocyte differentiation
Process,GO:1902165,1,0.036,9606,['CD74'],['CD74'],Regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
Process,GO:1902166,1,0.036,9606,['CD74'],['CD74'],Negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
Process,GO:1902175,1,0.036,9606,['SOD1'],['SOD1'],Regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
Process,GO:1902177,1,0.036,9606,['SOD1'],['SOD1'],Positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
Process,GO:1902218,1,0.036,9606,['PTGS2'],['PTGS2'],Regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
Process,GO:1902219,1,0.036,9606,['PTGS2'],['PTGS2'],Negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
Process,GO:1902229,1,0.036,9606,['CD74'],['CD74'],Regulation of intrinsic apoptotic signaling pathway in response to DNA damage
Process,GO:1902230,1,0.036,9606,['CD74'],['CD74'],Negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage
Process,GO:1902253,1,0.036,9606,['CD74'],['CD74'],Regulation of intrinsic apoptotic signaling pathway by p53 class mediator
Process,GO:1902254,1,0.036,9606,['CD74'],['CD74'],Negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
Process,GO:1902531,9,0.321,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'DYRK1A', 'PTGS2', 'TLR4', 'BCL6']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'DYRK1A', 'PTGS2', 'TLR4', 'BCL6']",Regulation of intracellular signal transduction
Process,GO:1902532,7,0.25,9606,"['CD74', 'IL1B', 'EPHA4', 'DYRK1A', 'PTGS2', 'TLR4', 'BCL6']","['CD74', 'IL1B', 'EPHA4', 'DYRK1A', 'PTGS2', 'TLR4', 'BCL6']",Negative regulation of intracellular signal transduction
Process,GO:1902533,5,0.179,9606,"['CD74', 'IL1B', 'SOD1', 'EPHA4', 'TLR4']","['CD74', 'IL1B', 'SOD1', 'EPHA4', 'TLR4']",Positive regulation of intracellular signal transduction
Process,GO:1902576,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of nuclear cell cycle DNA replication
Process,GO:1902622,1,0.036,9606,['CD74'],['CD74'],Regulation of neutrophil migration
Process,GO:1902624,1,0.036,9606,['CD74'],['CD74'],Positive regulation of neutrophil migration
Process,GO:1902679,4,0.143,9606,"['EGR1', 'IRF1', 'RUNX3', 'BCL6']","['EGR1', 'IRF1', 'RUNX3', 'BCL6']",Negative regulation of RNA biosynthetic process
Process,GO:1902680,11,0.393,9606,"['CD74', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'KLF6']","['CD74', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'KLF6']",Positive regulation of RNA biosynthetic process
Process,GO:1902806,1,0.036,9606,['FBXO31'],['FBXO31'],Regulation of cell cycle G1/S phase transition
Process,GO:1902807,1,0.036,9606,['FBXO31'],['FBXO31'],Negative regulation of cell cycle G1/S phase transition
Process,GO:1902882,2,0.071,9606,"['SOD1', 'TLR4']","['SOD1', 'TLR4']",Regulation of response to oxidative stress
Process,GO:1902893,1,0.036,9606,['EGR1'],['EGR1'],Regulation of miRNA transcription
Process,GO:1902895,1,0.036,9606,['EGR1'],['EGR1'],Positive regulation of miRNA transcription
Process,GO:1902903,2,0.071,9606,"['DYRK1A', 'GMFB']","['DYRK1A', 'GMFB']",Regulation of supramolecular fiber organization
Process,GO:1902904,2,0.071,9606,"['DYRK1A', 'GMFB']","['DYRK1A', 'GMFB']",Negative regulation of supramolecular fiber organization
Process,GO:1902930,2,0.071,9606,"['LPCAT3', 'SOD1']","['LPCAT3', 'SOD1']",Regulation of alcohol biosynthetic process
Process,GO:1902931,1,0.036,9606,['SOD1'],['SOD1'],Negative regulation of alcohol biosynthetic process
Process,GO:1902947,1,0.036,9606,['EGR1'],['EGR1'],Regulation of tau-protein kinase activity
Process,GO:1902949,1,0.036,9606,['EGR1'],['EGR1'],Positive regulation of tau-protein kinase activity
Process,GO:1902959,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process
Process,GO:1902961,1,0.036,9606,['EPHA4'],['EPHA4'],Positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process
Process,GO:1902991,2,0.071,9606,"['EPHA4', 'SP1']","['EPHA4', 'SP1']",Regulation of amyloid precursor protein catabolic process
Process,GO:1902993,2,0.071,9606,"['EPHA4', 'SP1']","['EPHA4', 'SP1']",Positive regulation of amyloid precursor protein catabolic process
Process,GO:1903034,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of response to wounding
Process,GO:1903035,1,0.036,9606,['EPHA4'],['EPHA4'],Negative regulation of response to wounding
Process,GO:1903037,5,0.179,9606,"['CD74', 'IRF1', 'IL1B', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'IL1B', 'RUNX3', 'BCL6']",Regulation of leukocyte cell-cell adhesion
Process,GO:1903038,4,0.143,9606,"['CD74', 'IRF1', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'RUNX3', 'BCL6']",Negative regulation of leukocyte cell-cell adhesion
Process,GO:1903039,4,0.143,9606,"['CD74', 'IL1B', 'RUNX3', 'BCL6']","['CD74', 'IL1B', 'RUNX3', 'BCL6']",Positive regulation of leukocyte cell-cell adhesion
Process,GO:1903047,1,0.036,9606,['FBXO31'],['FBXO31'],Mitotic cell cycle process
Process,GO:1903050,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of proteolysis involved in protein catabolic process
Process,GO:1903051,1,0.036,9606,['EPHA4'],['EPHA4'],Negative regulation of proteolysis involved in protein catabolic process
Process,GO:1903115,1,0.036,9606,['PDE4B'],['PDE4B'],Regulation of actin filament-based movement
Process,GO:1903131,5,0.179,9606,"['CD74', 'EGR1', 'IRF1', 'BCL6', 'KLF6']","['CD74', 'EGR1', 'IRF1', 'BCL6', 'KLF6']",Mononuclear cell differentiation
Process,GO:1903140,1,0.036,9606,['IL1B'],['IL1B'],Regulation of establishment of endothelial barrier
Process,GO:1903169,2,0.071,9606,"['CXCL10', 'PDE4B']","['CXCL10', 'PDE4B']",Regulation of calcium ion transmembrane transport
Process,GO:1903201,2,0.071,9606,"['SOD1', 'TLR4']","['SOD1', 'TLR4']",Regulation of oxidative stress-induced cell death
Process,GO:1903203,1,0.036,9606,['TLR4'],['TLR4'],Regulation of oxidative stress-induced neuron death
Process,GO:1903209,2,0.071,9606,"['SOD1', 'TLR4']","['SOD1', 'TLR4']",Positive regulation of oxidative stress-induced cell death
Process,GO:1903223,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of oxidative stress-induced neuron death
Process,GO:1903311,1,0.036,9606,['DYRK1A'],['DYRK1A'],Regulation of mRNA metabolic process
Process,GO:1903312,1,0.036,9606,['DYRK1A'],['DYRK1A'],Negative regulation of mRNA metabolic process
Process,GO:1903317,1,0.036,9606,['LPCAT3'],['LPCAT3'],Regulation of protein maturation
Process,GO:1903319,1,0.036,9606,['LPCAT3'],['LPCAT3'],Positive regulation of protein maturation
Process,GO:1903320,1,0.036,9606,['EGR1'],['EGR1'],Regulation of protein modification by small protein conjugation or removal
Process,GO:1903350,1,0.036,9606,['MAPK1'],['MAPK1'],Response to dopamine
Process,GO:1903351,1,0.036,9606,['MAPK1'],['MAPK1'],Cellular response to dopamine
Process,GO:1903358,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of Golgi organization
Process,GO:1903409,1,0.036,9606,['SOD1'],['SOD1'],Reactive oxygen species biosynthetic process
Process,GO:1903426,1,0.036,9606,['TLR4'],['TLR4'],Regulation of reactive oxygen species biosynthetic process
Process,GO:1903428,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of reactive oxygen species biosynthetic process
Process,GO:1903463,1,0.036,9606,['BCL6'],['BCL6'],Regulation of mitotic cell cycle DNA replication
Process,GO:1903464,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of mitotic cell cycle DNA replication
Process,GO:1903506,13,0.464,9606,"['CD74', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'BCL6', 'KLF6']",Regulation of nucleic acid-templated transcription
Process,GO:1903507,4,0.143,9606,"['EGR1', 'IRF1', 'RUNX3', 'BCL6']","['EGR1', 'IRF1', 'RUNX3', 'BCL6']",Negative regulation of nucleic acid-templated transcription
Process,GO:1903508,11,0.393,9606,"['CD74', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'KLF6']","['CD74', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'KLF6']",Positive regulation of nucleic acid-templated transcription
Process,GO:1903510,1,0.036,9606,['IL1B'],['IL1B'],Mucopolysaccharide metabolic process
Process,GO:1903522,2,0.071,9606,"['PDE4B', 'PTGS2']","['PDE4B', 'PTGS2']",Regulation of blood circulation
Process,GO:1903530,2,0.071,9606,"['IL1B', 'TLR4']","['IL1B', 'TLR4']",Regulation of secretion by cell
Process,GO:1903531,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of secretion by cell
Process,GO:1903532,2,0.071,9606,"['IL1B', 'TLR4']","['IL1B', 'TLR4']",Positive regulation of secretion by cell
Process,GO:1903555,1,0.036,9606,['TLR4'],['TLR4'],Regulation of tumor necrosis factor superfamily cytokine production
Process,GO:1903556,1,0.036,9606,['TLR4'],['TLR4'],Negative regulation of tumor necrosis factor superfamily cytokine production
Process,GO:1903557,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of tumor necrosis factor superfamily cytokine production
Process,GO:1903573,1,0.036,9606,['LPCAT3'],['LPCAT3'],Negative regulation of response to endoplasmic reticulum stress
Process,GO:1903596,1,0.036,9606,['IL1B'],['IL1B'],Regulation of gap junction assembly
Process,GO:1903597,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of gap junction assembly
Process,GO:1903649,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of cytoplasmic transport
Process,GO:1903706,6,0.214,9606,"['CD74', 'IRF1', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']",Regulation of hemopoiesis
Process,GO:1903707,5,0.179,9606,"['CD74', 'IRF1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'TLR4', 'RUNX3', 'BCL6']",Negative regulation of hemopoiesis
Process,GO:1903708,3,0.107,9606,"['CD74', 'RUNX3', 'BCL6']","['CD74', 'RUNX3', 'BCL6']",Positive regulation of hemopoiesis
Process,GO:1903793,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of anion transport
Process,GO:1903828,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of protein localization
Process,GO:1903829,3,0.107,9606,"['IL1B', 'PTGS2', 'TLR4']","['IL1B', 'PTGS2', 'TLR4']",Positive regulation of protein localization
Process,GO:1903900,1,0.036,9606,['CD74'],['CD74'],Regulation of viral life cycle
Process,GO:1903901,1,0.036,9606,['CD74'],['CD74'],Negative regulation of viral life cycle
Process,GO:1903902,1,0.036,9606,['CD74'],['CD74'],Positive regulation of viral life cycle
Process,GO:1903969,1,0.036,9606,['TLR4'],['TLR4'],Regulation of response to macrophage colony-stimulating factor
Process,GO:1903971,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of response to macrophage colony-stimulating factor
Process,GO:1903972,1,0.036,9606,['TLR4'],['TLR4'],Regulation of cellular response to macrophage colony-stimulating factor stimulus
Process,GO:1903974,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of cellular response to macrophage colony-stimulating factor stimulus
Process,GO:1904018,2,0.071,9606,"['IL1B', 'SP1']","['IL1B', 'SP1']",Positive regulation of vasculature development
Process,GO:1904062,2,0.071,9606,"['CXCL10', 'PDE4B']","['CXCL10', 'PDE4B']",Regulation of cation transmembrane transport
Process,GO:1904064,1,0.036,9606,['CXCL10'],['CXCL10'],Positive regulation of cation transmembrane transport
Process,GO:1904353,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of telomere capping
Process,GO:1904355,1,0.036,9606,['MAPK1'],['MAPK1'],Positive regulation of telomere capping
Process,GO:1904356,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of telomere maintenance via telomere lengthening
Process,GO:1904358,1,0.036,9606,['MAPK1'],['MAPK1'],Positive regulation of telomere maintenance via telomere lengthening
Process,GO:1904407,3,0.107,9606,"['IL1B', 'PTGS2', 'TLR4']","['IL1B', 'PTGS2', 'TLR4']",Positive regulation of nitric oxide metabolic process
Process,GO:1904424,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of GTP binding
Process,GO:1904426,1,0.036,9606,['EPHA4'],['EPHA4'],Positive regulation of GTP binding
Process,GO:1904427,1,0.036,9606,['CXCL10'],['CXCL10'],Positive regulation of calcium ion transmembrane transport
Process,GO:1904464,1,0.036,9606,['TLR4'],['TLR4'],Regulation of matrix metallopeptidase secretion
Process,GO:1904466,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of matrix metallopeptidase secretion
Process,GO:1904478,1,0.036,9606,['LPCAT3'],['LPCAT3'],Regulation of intestinal absorption
Process,GO:1904480,1,0.036,9606,['LPCAT3'],['LPCAT3'],Positive regulation of intestinal absorption
Process,GO:1904645,3,0.107,9606,"['EPHA4', 'TLR4', 'LGMN']","['EPHA4', 'TLR4', 'LGMN']",Response to amyloid-beta
Process,GO:1904646,3,0.107,9606,"['EPHA4', 'TLR4', 'LGMN']","['EPHA4', 'TLR4', 'LGMN']",Cellular response to amyloid-beta
Process,GO:1904729,1,0.036,9606,['LPCAT3'],['LPCAT3'],Regulation of intestinal lipid absorption
Process,GO:1904731,1,0.036,9606,['LPCAT3'],['LPCAT3'],Positive regulation of intestinal lipid absorption
Process,GO:1904826,1,0.036,9606,['SP1'],['SP1'],Regulation of hydrogen sulfide biosynthetic process
Process,GO:1904828,1,0.036,9606,['SP1'],['SP1'],Positive regulation of hydrogen sulfide biosynthetic process
Process,GO:1904950,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of establishment of protein localization
Process,GO:1904951,3,0.107,9606,"['IL1B', 'PTGS2', 'TLR4']","['IL1B', 'PTGS2', 'TLR4']",Positive regulation of establishment of protein localization
Process,GO:1905097,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of guanyl-nucleotide exchange factor activity
Process,GO:1905099,1,0.036,9606,['EPHA4'],['EPHA4'],Positive regulation of guanyl-nucleotide exchange factor activity
Process,GO:1905114,1,0.036,9606,['HBP1'],['HBP1'],Cell surface receptor signaling pathway involved in cell-cell signaling
Process,GO:1905244,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of modification of synaptic structure
Process,GO:1905245,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of aspartic-type peptidase activity
Process,GO:1905247,1,0.036,9606,['EPHA4'],['EPHA4'],Positive regulation of aspartic-type peptidase activity
Process,GO:1905330,1,0.036,9606,['CXCL10'],['CXCL10'],Regulation of morphogenesis of an epithelium
Process,GO:1905521,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of macrophage migration
Process,GO:1905523,1,0.036,9606,['MAPK1'],['MAPK1'],Positive regulation of macrophage migration
Process,GO:1905562,1,0.036,9606,['SP1'],['SP1'],Regulation of vascular endothelial cell proliferation
Process,GO:1905564,1,0.036,9606,['SP1'],['SP1'],Positive regulation of vascular endothelial cell proliferation
Process,GO:1905883,1,0.036,9606,['LPCAT3'],['LPCAT3'],Regulation of triglyceride transport
Process,GO:1905885,1,0.036,9606,['LPCAT3'],['LPCAT3'],Positive regulation of triglyceride transport
Process,GO:1905897,1,0.036,9606,['LPCAT3'],['LPCAT3'],Regulation of response to endoplasmic reticulum stress
Process,GO:1905952,2,0.071,9606,"['LPCAT3', 'IL1B']","['LPCAT3', 'IL1B']",Regulation of lipid localization
Process,GO:1905954,2,0.071,9606,"['LPCAT3', 'IL1B']","['LPCAT3', 'IL1B']",Positive regulation of lipid localization
Process,GO:1990266,3,0.107,9606,"['IL1B', 'CXCL10', 'PDE4B']","['IL1B', 'CXCL10', 'PDE4B']",Neutrophil migration
Process,GO:1990748,2,0.071,9606,"['SOD1', 'PTGS2']","['SOD1', 'PTGS2']",Cellular detoxification
Process,GO:1990776,1,0.036,9606,['PTGS2'],['PTGS2'],Response to angiotensin
Process,GO:1990868,1,0.036,9606,['CXCL10'],['CXCL10'],Response to chemokine
Process,GO:1990869,1,0.036,9606,['CXCL10'],['CXCL10'],Cellular response to chemokine
Process,GO:1990928,1,0.036,9606,['MAPK1'],['MAPK1'],Response to amino acid starvation
Process,GO:2000026,11,0.393,9606,"['CD74', 'IRF1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'TLR4', 'RUNX3', 'BCL6']",Regulation of multicellular organismal development
Process,GO:2000045,1,0.036,9606,['FBXO31'],['FBXO31'],Regulation of G1/S transition of mitotic cell cycle
Process,GO:2000104,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of DNA-templated DNA replication
Process,GO:2000106,2,0.071,9606,"['CD74', 'BCL6']","['CD74', 'BCL6']",Regulation of leukocyte apoptotic process
Process,GO:2000107,2,0.071,9606,"['CD74', 'BCL6']","['CD74', 'BCL6']",Negative regulation of leukocyte apoptotic process
Process,GO:2000116,2,0.071,9606,"['PTGS2', 'LGMN']","['PTGS2', 'LGMN']",Regulation of cysteine-type endopeptidase activity
Process,GO:2000117,1,0.036,9606,['PTGS2'],['PTGS2'],Negative regulation of cysteine-type endopeptidase activity
Process,GO:2000134,1,0.036,9606,['FBXO31'],['FBXO31'],Negative regulation of G1/S transition of mitotic cell cycle
Process,GO:2000145,10,0.357,9606,"['CD74', 'MAPK1', 'IL1B', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'PTGS2', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'PTGS2', 'TLR4', 'LGMN']",Regulation of cell motility
Process,GO:2000146,2,0.071,9606,"['CD74', 'EPHA4']","['CD74', 'EPHA4']",Negative regulation of cell motility
Process,GO:2000147,10,0.357,9606,"['CD74', 'MAPK1', 'IL1B', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'PTGS2', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'PTGS2', 'TLR4', 'LGMN']",Positive regulation of cell motility
Process,GO:2000181,1,0.036,9606,['CXCL10'],['CXCL10'],Negative regulation of blood vessel morphogenesis
Process,GO:2000182,1,0.036,9606,['EGR1'],['EGR1'],Regulation of progesterone biosynthetic process
Process,GO:2000191,1,0.036,9606,['IL1B'],['IL1B'],Regulation of fatty acid transport
Process,GO:2000193,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of fatty acid transport
Process,GO:2000241,1,0.036,9606,['SOD1'],['SOD1'],Regulation of reproductive process
Process,GO:2000242,1,0.036,9606,['SOD1'],['SOD1'],Negative regulation of reproductive process
Process,GO:2000278,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of DNA biosynthetic process
Process,GO:2000341,2,0.071,9606,"['CD74', 'TLR4']","['CD74', 'TLR4']",Regulation of chemokine (C-X-C motif) ligand 2 production
Process,GO:2000343,2,0.071,9606,"['CD74', 'TLR4']","['CD74', 'TLR4']",Positive regulation of chemokine (C-X-C motif) ligand 2 production
Process,GO:2000377,2,0.071,9606,"['SOD1', 'TLR4']","['SOD1', 'TLR4']",Regulation of reactive oxygen species metabolic process
Process,GO:2000379,2,0.071,9606,"['SOD1', 'TLR4']","['SOD1', 'TLR4']",Positive regulation of reactive oxygen species metabolic process
Process,GO:2000401,1,0.036,9606,['CXCL10'],['CXCL10'],Regulation of lymphocyte migration
Process,GO:2000403,1,0.036,9606,['CXCL10'],['CXCL10'],Positive regulation of lymphocyte migration
Process,GO:2000404,1,0.036,9606,['CXCL10'],['CXCL10'],Regulation of T cell migration
Process,GO:2000406,1,0.036,9606,['CXCL10'],['CXCL10'],Positive regulation of T cell migration
Process,GO:2000446,1,0.036,9606,['CD74'],['CD74'],Regulation of macrophage migration inhibitory factor signaling pathway
Process,GO:2000448,1,0.036,9606,['CD74'],['CD74'],Positive regulation of macrophage migration inhibitory factor signaling pathway
Process,GO:2000514,2,0.071,9606,"['RUNX3', 'BCL6']","['RUNX3', 'BCL6']","Regulation of CD4-positive, alpha-beta T cell activation"
Process,GO:2000515,2,0.071,9606,"['RUNX3', 'BCL6']","['RUNX3', 'BCL6']","Negative regulation of CD4-positive, alpha-beta T cell activation"
Process,GO:2000554,1,0.036,9606,['IL1B'],['IL1B'],Regulation of T-helper 1 cell cytokine production
Process,GO:2000556,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of T-helper 1 cell cytokine production
Process,GO:2000564,1,0.036,9606,['IRF1'],['IRF1'],"Regulation of CD8-positive, alpha-beta T cell proliferation"
Process,GO:2000573,1,0.036,9606,['MAPK1'],['MAPK1'],Positive regulation of DNA biosynthetic process
Process,GO:2000628,1,0.036,9606,['EGR1'],['EGR1'],Regulation of miRNA metabolic process
Process,GO:2000630,1,0.036,9606,['EGR1'],['EGR1'],Positive regulation of miRNA metabolic process
Process,GO:2000641,1,0.036,9606,['MAPK1'],['MAPK1'],Regulation of early endosome to late endosome transport
Process,GO:2000756,1,0.036,9606,['IL1B'],['IL1B'],Regulation of peptidyl-lysine acetylation
Process,GO:2000758,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of peptidyl-lysine acetylation
Process,GO:2000772,1,0.036,9606,['BCL6'],['BCL6'],Regulation of cellular senescence
Process,GO:2000773,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of cellular senescence
Process,GO:2001020,2,0.071,9606,"['CD74', 'DYRK1A']","['CD74', 'DYRK1A']",Regulation of response to DNA damage stimulus
Process,GO:2001021,2,0.071,9606,"['CD74', 'DYRK1A']","['CD74', 'DYRK1A']",Negative regulation of response to DNA damage stimulus
Process,GO:2001026,1,0.036,9606,['LGMN'],['LGMN'],Regulation of endothelial cell chemotaxis
Process,GO:2001028,1,0.036,9606,['LGMN'],['LGMN'],Positive regulation of endothelial cell chemotaxis
Process,GO:2001056,1,0.036,9606,['LGMN'],['LGMN'],Positive regulation of cysteine-type endopeptidase activity
Process,GO:2001057,1,0.036,9606,['TLR4'],['TLR4'],Reactive nitrogen species metabolic process
Process,GO:2001108,1,0.036,9606,['EPHA4'],['EPHA4'],Positive regulation of Rho guanyl-nucleotide exchange factor activity
Process,GO:2001141,13,0.464,9606,"['CD74', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'CXCL10', 'SP1', 'DYRK1A', 'TLR4', 'RUNX3', 'BCL6', 'KLF6']",Regulation of RNA biosynthetic process
Process,GO:2001185,2,0.071,9606,"['IRF1', 'RUNX3']","['IRF1', 'RUNX3']","Regulation of CD8-positive, alpha-beta T cell activation"
Process,GO:2001187,1,0.036,9606,['RUNX3'],['RUNX3'],"Positive regulation of CD8-positive, alpha-beta T cell activation"
Process,GO:2001222,1,0.036,9606,['FBXO31'],['FBXO31'],Regulation of neuron migration
Process,GO:2001224,1,0.036,9606,['FBXO31'],['FBXO31'],Positive regulation of neuron migration
Process,GO:2001233,4,0.143,9606,"['CD74', 'IL1B', 'SOD1', 'PTGS2']","['CD74', 'IL1B', 'SOD1', 'PTGS2']",Regulation of apoptotic signaling pathway
Process,GO:2001234,3,0.107,9606,"['CD74', 'IL1B', 'PTGS2']","['CD74', 'IL1B', 'PTGS2']",Negative regulation of apoptotic signaling pathway
Process,GO:2001235,1,0.036,9606,['SOD1'],['SOD1'],Positive regulation of apoptotic signaling pathway
Process,GO:2001236,1,0.036,9606,['IL1B'],['IL1B'],Regulation of extrinsic apoptotic signaling pathway
Process,GO:2001237,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of extrinsic apoptotic signaling pathway
Process,GO:2001239,1,0.036,9606,['IL1B'],['IL1B'],Regulation of extrinsic apoptotic signaling pathway in absence of ligand
Process,GO:2001240,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
Process,GO:2001242,3,0.107,9606,"['CD74', 'SOD1', 'PTGS2']","['CD74', 'SOD1', 'PTGS2']",Regulation of intrinsic apoptotic signaling pathway
Process,GO:2001243,2,0.071,9606,"['CD74', 'PTGS2']","['CD74', 'PTGS2']",Negative regulation of intrinsic apoptotic signaling pathway
Process,GO:2001244,1,0.036,9606,['SOD1'],['SOD1'],Positive regulation of intrinsic apoptotic signaling pathway
Process,GO:2001252,1,0.036,9606,['MAPK1'],['MAPK1'],Positive regulation of chromosome organization
