category,term,number_of_genes,ratio_in_set,ncbiTaxonId,inputGenes,preferredNames,description
Process,GO:0046883,1,0.036,9606,['IL1B'],['IL1B'],Regulation of hormone secretion
Process,GO:0046885,1,0.036,9606,['EGR1'],['EGR1'],Regulation of hormone biosynthetic process
Process,GO:0046886,1,0.036,9606,['EGR1'],['EGR1'],Positive regulation of hormone biosynthetic process
Process,GO:0046888,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of hormone secretion
Process,GO:0046889,3,0.107,9606,"['CD74', 'IL1B', 'PTGS2']","['CD74', 'IL1B', 'PTGS2']",Positive regulation of lipid biosynthetic process
Process,GO:0046890,7,0.25,9606,"['CD74', 'EGR1', 'LPCAT3', 'IL1B', 'SOD1', 'IGFBP7', 'PTGS2']","['CD74', 'EGR1', 'LPCAT3', 'IL1B', 'SOD1', 'IGFBP7', 'PTGS2']",Regulation of lipid biosynthetic process
Process,GO:0046903,1,0.036,9606,['PTGS2'],['PTGS2'],Secretion
Process,GO:0046907,2,0.071,9606,"['CD74', 'SOD1']","['CD74', 'SOD1']",Intracellular transport
Process,GO:0046916,2,0.071,9606,"['SOD1', 'LCN2']","['SOD1', 'LCN2']",Cellular transition metal ion homeostasis
Process,GO:0046942,1,0.036,9606,['PTGS2'],['PTGS2'],Carboxylic acid transport
Process,GO:0047484,1,0.036,9606,['PTGS2'],['PTGS2'],Regulation of response to osmotic stress
Process,GO:0048002,2,0.071,9606,"['CD74', 'LGMN']","['CD74', 'LGMN']",Antigen processing and presentation of peptide antigen
Process,GO:0048013,1,0.036,9606,['EPHA4'],['EPHA4'],Ephrin receptor signaling pathway
Process,GO:0048024,1,0.036,9606,['DYRK1A'],['DYRK1A'],"Regulation of mRNA splicing, via spliceosome"
Process,GO:0048025,1,0.036,9606,['DYRK1A'],['DYRK1A'],"Negative regulation of mRNA splicing, via spliceosome"
Process,GO:0048143,1,0.036,9606,['IL1B'],['IL1B'],Astrocyte activation
Process,GO:0048145,1,0.036,9606,['CD74'],['CD74'],Regulation of fibroblast proliferation
Process,GO:0048146,1,0.036,9606,['CD74'],['CD74'],Positive regulation of fibroblast proliferation
Process,GO:0048167,4,0.143,9606,"['MAPK1', 'EPHA4', 'PTGS2', 'LGMN']","['MAPK1', 'EPHA4', 'PTGS2', 'LGMN']",Regulation of synaptic plasticity
Process,GO:0048232,2,0.071,9606,"['SOD1', 'BCL6']","['SOD1', 'BCL6']",Male gamete generation
Process,GO:0048247,1,0.036,9606,['CXCL10'],['CXCL10'],Lymphocyte chemotaxis
Process,GO:0048289,1,0.036,9606,['BCL6'],['BCL6'],Isotype switching to IgE isotypes
Process,GO:0048293,1,0.036,9606,['BCL6'],['BCL6'],Regulation of isotype switching to IgE isotypes
Process,GO:0048294,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of isotype switching to IgE isotypes
Process,GO:0048332,1,0.036,9606,['KDM6B'],['KDM6B'],Mesoderm morphogenesis
Process,GO:0048333,1,0.036,9606,['KDM6B'],['KDM6B'],Mesodermal cell differentiation
Process,GO:0048468,7,0.25,9606,"['MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'TLR4', 'RUNX3', 'BCL6']","['MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'TLR4', 'RUNX3', 'BCL6']",Cell development
Process,GO:0048511,3,0.107,9606,"['EGR1', 'SP1', 'DYRK1A']","['EGR1', 'SP1', 'DYRK1A']",Rhythmic process
Process,GO:0048512,1,0.036,9606,['EGR1'],['EGR1'],Circadian behavior
Process,GO:0048513,13,0.464,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'EPHA4', 'CXCL10', 'CTSB', 'PTGS2', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'EPHA4', 'CXCL10', 'CTSB', 'PTGS2', 'RUNX3', 'BCL6', 'KLF6']",Animal organ development
Process,GO:0048514,2,0.071,9606,"['PTGS2', 'SAT1']","['PTGS2', 'SAT1']",Blood vessel morphogenesis
Process,GO:0048518,21,0.75,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Positive regulation of biological process
Process,GO:0048519,20,0.714,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'DYRK1A', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'DYRK1A', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']",Negative regulation of biological process
Process,GO:0048522,18,0.643,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Positive regulation of cellular process
Process,GO:0048523,19,0.679,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'DYRK1A', 'PDE4B', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'DYRK1A', 'PDE4B', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']",Negative regulation of cellular process
Process,GO:0048524,1,0.036,9606,['CD74'],['CD74'],Positive regulation of viral process
Process,GO:0048525,1,0.036,9606,['CD74'],['CD74'],Negative regulation of viral process
Process,GO:0048534,8,0.286,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'SOD1', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'SOD1', 'RUNX3', 'BCL6', 'KLF6']",Hematopoietic or lymphoid organ development
Process,GO:0048538,2,0.071,9606,"['MAPK1', 'SOD1']","['MAPK1', 'SOD1']",Thymus development
Process,GO:0048545,2,0.071,9606,"['IGFBP7', 'PTGS2']","['IGFBP7', 'PTGS2']",Response to steroid hormone
Process,GO:0048562,2,0.071,9606,"['MAPK1', 'SOD1']","['MAPK1', 'SOD1']",Embryonic organ morphogenesis
Process,GO:0048568,2,0.071,9606,"['MAPK1', 'SOD1']","['MAPK1', 'SOD1']",Embryonic organ development
Process,GO:0048583,16,0.571,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'DYRK1A', 'PDE4B', 'PTGS2', 'TLR4', 'LGMN', 'BCL6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'DYRK1A', 'PDE4B', 'PTGS2', 'TLR4', 'LGMN', 'BCL6']",Regulation of response to stimulus
Process,GO:0048584,10,0.357,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'PDE4B', 'PTGS2', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'PDE4B', 'PTGS2', 'TLR4', 'LGMN']",Positive regulation of response to stimulus
Process,GO:0048585,12,0.429,9606,"['CD74', 'EGR1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'DYRK1A', 'PDE4B', 'PTGS2', 'TLR4', 'LGMN', 'BCL6']","['CD74', 'EGR1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'DYRK1A', 'PDE4B', 'PTGS2', 'TLR4', 'LGMN', 'BCL6']",Negative regulation of response to stimulus
Process,GO:0048598,3,0.107,9606,"['MAPK1', 'KDM6B', 'SOD1']","['MAPK1', 'KDM6B', 'SOD1']",Embryonic morphogenesis
Process,GO:0048608,4,0.143,9606,"['MAPK1', 'SOD1', 'CTSB', 'PTGS2']","['MAPK1', 'SOD1', 'CTSB', 'PTGS2']",Reproductive structure development
Process,GO:0048609,5,0.179,9606,"['EGR1', 'SOD1', 'CTSB', 'PTGS2', 'BCL6']","['EGR1', 'SOD1', 'CTSB', 'PTGS2', 'BCL6']",Multicellular organismal reproductive process
Process,GO:0048638,2,0.071,9606,"['SOD1', 'LGMN']","['SOD1', 'LGMN']",Regulation of developmental growth
Process,GO:0048640,1,0.036,9606,['LGMN'],['LGMN'],Negative regulation of developmental growth
Process,GO:0048645,1,0.036,9606,['MAPK1'],['MAPK1'],Animal organ formation
Process,GO:0048646,5,0.179,9606,"['MAPK1', 'KDM6B', 'PTGS2', 'SAT1', 'BCL6']","['MAPK1', 'KDM6B', 'PTGS2', 'SAT1', 'BCL6']",Anatomical structure formation involved in morphogenesis
Process,GO:0048660,2,0.071,9606,"['PTGS2', 'TLR4']","['PTGS2', 'TLR4']",Regulation of smooth muscle cell proliferation
Process,GO:0048661,2,0.071,9606,"['PTGS2', 'TLR4']","['PTGS2', 'TLR4']",Positive regulation of smooth muscle cell proliferation
Process,GO:0048666,3,0.107,9606,"['SOD1', 'EPHA4', 'RUNX3']","['SOD1', 'EPHA4', 'RUNX3']",Neuron development
Process,GO:0048667,2,0.071,9606,"['SOD1', 'EPHA4']","['SOD1', 'EPHA4']",Cell morphogenesis involved in neuron differentiation
Process,GO:0048678,1,0.036,9606,['SOD1'],['SOD1'],Response to axon injury
Process,GO:0048679,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of axon regeneration
Process,GO:0048681,1,0.036,9606,['EPHA4'],['EPHA4'],Negative regulation of axon regeneration
Process,GO:0048699,4,0.143,9606,"['SOD1', 'EPHA4', 'RUNX3', 'BCL6']","['SOD1', 'EPHA4', 'RUNX3', 'BCL6']",Generation of neurons
Process,GO:0048708,3,0.107,9606,"['MAPK1', 'IL1B', 'TLR4']","['MAPK1', 'IL1B', 'TLR4']",Astrocyte differentiation
Process,GO:0048710,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of astrocyte differentiation
Process,GO:0048729,2,0.071,9606,"['KDM6B', 'EPHA4']","['KDM6B', 'EPHA4']",Tissue morphogenesis
Process,GO:0048731,17,0.607,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'DYRK1A', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'SAT1', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'DYRK1A', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'SAT1', 'RUNX3', 'BCL6', 'KLF6']",System development
Process,GO:0048732,2,0.071,9606,"['MAPK1', 'SOD1']","['MAPK1', 'SOD1']",Gland development
Process,GO:0048738,1,0.036,9606,['KDM6B'],['KDM6B'],Cardiac muscle tissue development
Process,GO:0048762,1,0.036,9606,['MAPK1'],['MAPK1'],Mesenchymal cell differentiation
Process,GO:0048812,1,0.036,9606,['EPHA4'],['EPHA4'],Neuron projection morphogenesis
Process,GO:0048814,2,0.071,9606,"['EPHA4', 'FBXO31']","['EPHA4', 'FBXO31']",Regulation of dendrite morphogenesis
Process,GO:0048821,1,0.036,9606,['BCL6'],['BCL6'],Erythrocyte development
Process,GO:0048839,2,0.071,9606,"['SOD1', 'EPHA4']","['SOD1', 'EPHA4']",Inner ear development
Process,GO:0048856,20,0.714,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'EMP1', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'DYRK1A', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'SAT1', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'EMP1', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'DYRK1A', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'SAT1', 'RUNX3', 'BCL6', 'KLF6']",Anatomical structure development
Process,GO:0048858,1,0.036,9606,['EPHA4'],['EPHA4'],Cell projection morphogenesis
Process,GO:0048863,1,0.036,9606,['MAPK1'],['MAPK1'],Stem cell differentiation
Process,GO:0048864,1,0.036,9606,['MAPK1'],['MAPK1'],Stem cell development
Process,GO:0048869,14,0.5,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'CTSB', 'PTGS2', 'TLR4', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'CTSB', 'PTGS2', 'TLR4', 'RUNX3', 'BCL6', 'KLF6']",Cellular developmental process
Process,GO:0048870,4,0.143,9606,"['IL1B', 'EPHA4', 'CXCL10', 'PDE4B']","['IL1B', 'EPHA4', 'CXCL10', 'PDE4B']",Cell motility
Process,GO:0048871,5,0.179,9606,"['EGR1', 'IL1B', 'SOD1', 'PTGS2', 'TLR4']","['EGR1', 'IL1B', 'SOD1', 'PTGS2', 'TLR4']",Multicellular organismal homeostasis
Process,GO:0048872,4,0.143,9606,"['LPCAT3', 'SOD1', 'PDE4B', 'BCL6']","['LPCAT3', 'SOD1', 'PDE4B', 'BCL6']",Homeostasis of number of cells
Process,GO:0048878,3,0.107,9606,"['MAPK1', 'SOD1', 'LCN2']","['MAPK1', 'SOD1', 'LCN2']",Chemical homeostasis
Process,GO:0048934,1,0.036,9606,['RUNX3'],['RUNX3'],Peripheral nervous system neuron differentiation
Process,GO:0048935,1,0.036,9606,['RUNX3'],['RUNX3'],Peripheral nervous system neuron development
Process,GO:0050435,1,0.036,9606,['DYRK1A'],['DYRK1A'],Amyloid-beta metabolic process
Process,GO:0050665,1,0.036,9606,['SOD1'],['SOD1'],Hydrogen peroxide biosynthetic process
Process,GO:0050670,5,0.179,9606,"['CD74', 'IRF1', 'IL1B', 'TLR4', 'BCL6']","['CD74', 'IRF1', 'IL1B', 'TLR4', 'BCL6']",Regulation of lymphocyte proliferation
Process,GO:0050671,4,0.143,9606,"['CD74', 'IL1B', 'TLR4', 'BCL6']","['CD74', 'IL1B', 'TLR4', 'BCL6']",Positive regulation of lymphocyte proliferation
Process,GO:0050673,1,0.036,9606,['MAPK1'],['MAPK1'],Epithelial cell proliferation
Process,GO:0050678,2,0.071,9606,"['SP1', 'RUNX3']","['SP1', 'RUNX3']",Regulation of epithelial cell proliferation
Process,GO:0050679,1,0.036,9606,['SP1'],['SP1'],Positive regulation of epithelial cell proliferation
Process,GO:0050680,1,0.036,9606,['RUNX3'],['RUNX3'],Negative regulation of epithelial cell proliferation
Process,GO:0050684,1,0.036,9606,['DYRK1A'],['DYRK1A'],Regulation of mRNA processing
Process,GO:0050686,1,0.036,9606,['DYRK1A'],['DYRK1A'],Negative regulation of mRNA processing
Process,GO:0050688,1,0.036,9606,['IL1B'],['IL1B'],Regulation of defense response to virus
Process,GO:0050691,1,0.036,9606,['IL1B'],['IL1B'],Regulation of defense response to virus by host
Process,GO:0050708,2,0.071,9606,"['IL1B', 'TLR4']","['IL1B', 'TLR4']",Regulation of protein secretion
Process,GO:0050709,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of protein secretion
Process,GO:0050714,1,0.036,9606,['TLR4'],['TLR4'],Positive regulation of protein secretion
Process,GO:0050727,6,0.214,9606,"['LPCAT3', 'IL1B', 'SOD1', 'PTGS2', 'TLR4', 'BCL6']","['LPCAT3', 'IL1B', 'SOD1', 'PTGS2', 'TLR4', 'BCL6']",Regulation of inflammatory response
Process,GO:0050728,2,0.071,9606,"['LPCAT3', 'SOD1']","['LPCAT3', 'SOD1']",Negative regulation of inflammatory response
Process,GO:0050729,3,0.107,9606,"['IL1B', 'PTGS2', 'TLR4']","['IL1B', 'PTGS2', 'TLR4']",Positive regulation of inflammatory response
Process,GO:0050730,2,0.071,9606,"['CD74', 'EPHA4']","['CD74', 'EPHA4']",Regulation of peptidyl-tyrosine phosphorylation
Process,GO:0050731,2,0.071,9606,"['CD74', 'EPHA4']","['CD74', 'EPHA4']",Positive regulation of peptidyl-tyrosine phosphorylation
Process,GO:0050764,2,0.071,9606,"['IL1B', 'SOD1']","['IL1B', 'SOD1']",Regulation of phagocytosis
Process,GO:0050766,2,0.071,9606,"['IL1B', 'SOD1']","['IL1B', 'SOD1']",Positive regulation of phagocytosis
Process,GO:0050767,3,0.107,9606,"['IL1B', 'EPHA4', 'FBXO31']","['IL1B', 'EPHA4', 'FBXO31']",Regulation of neurogenesis
Process,GO:0050768,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of neurogenesis
Process,GO:0050769,3,0.107,9606,"['IL1B', 'EPHA4', 'FBXO31']","['IL1B', 'EPHA4', 'FBXO31']",Positive regulation of neurogenesis
Process,GO:0050770,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of axonogenesis
Process,GO:0050773,2,0.071,9606,"['EPHA4', 'FBXO31']","['EPHA4', 'FBXO31']",Regulation of dendrite development
Process,GO:0050775,2,0.071,9606,"['EPHA4', 'FBXO31']","['EPHA4', 'FBXO31']",Positive regulation of dendrite morphogenesis
Process,GO:0050776,7,0.25,9606,"['CD74', 'MAPK1', 'IRF1', 'IL1B', 'PDE4B', 'TLR4', 'BCL6']","['CD74', 'MAPK1', 'IRF1', 'IL1B', 'PDE4B', 'TLR4', 'BCL6']",Regulation of immune response
Process,GO:0050777,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of immune response
Process,GO:0050778,5,0.179,9606,"['CD74', 'MAPK1', 'IL1B', 'PDE4B', 'TLR4']","['CD74', 'MAPK1', 'IL1B', 'PDE4B', 'TLR4']",Positive regulation of immune response
Process,GO:0050789,26,0.929,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Regulation of biological process
Process,GO:0050790,13,0.464,9606,"['CD74', 'MAPK1', 'EGR1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'BCL6']","['CD74', 'MAPK1', 'EGR1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'BCL6']",Regulation of catalytic activity
Process,GO:0050792,1,0.036,9606,['CD74'],['CD74'],Regulation of viral process
Process,GO:0050793,14,0.5,9606,"['CD74', 'MAPK1', 'IRF1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']","['CD74', 'MAPK1', 'IRF1', 'IL1B', 'SOD1', 'EPHA4', 'CXCL10', 'FBXO31', 'SP1', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']",Regulation of developmental process
Process,GO:0050794,24,0.857,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Regulation of cellular process
Process,GO:0050796,1,0.036,9606,['IL1B'],['IL1B'],Regulation of insulin secretion
Process,GO:0050801,3,0.107,9606,"['MAPK1', 'SOD1', 'LCN2']","['MAPK1', 'SOD1', 'LCN2']",Ion homeostasis
Process,GO:0050803,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of synapse structure or activity
Process,GO:0050804,5,0.179,9606,"['MAPK1', 'IL1B', 'EPHA4', 'PTGS2', 'LGMN']","['MAPK1', 'IL1B', 'EPHA4', 'PTGS2', 'LGMN']",Modulation of chemical synaptic transmission
Process,GO:0050805,2,0.071,9606,"['IL1B', 'PTGS2']","['IL1B', 'PTGS2']",Negative regulation of synaptic transmission
Process,GO:0050806,3,0.107,9606,"['MAPK1', 'PTGS2', 'LGMN']","['MAPK1', 'PTGS2', 'LGMN']",Positive regulation of synaptic transmission
Process,GO:0050807,1,0.036,9606,['EPHA4'],['EPHA4'],Regulation of synapse organization
Process,GO:0050808,2,0.071,9606,"['EPHA4', 'LGMN']","['EPHA4', 'LGMN']",Synapse organization
Process,GO:0050810,4,0.143,9606,"['EGR1', 'LPCAT3', 'SOD1', 'IGFBP7']","['EGR1', 'LPCAT3', 'SOD1', 'IGFBP7']",Regulation of steroid biosynthetic process
Process,GO:0050821,2,0.071,9606,"['CD74', 'EPHA4']","['CD74', 'EPHA4']",Protein stabilization
Process,GO:0050829,1,0.036,9606,['TLR4'],['TLR4'],Defense response to Gram-negative bacterium
Process,GO:0050830,1,0.036,9606,['IL1B'],['IL1B'],Defense response to Gram-positive bacterium
Process,GO:0050851,2,0.071,9606,"['MAPK1', 'PDE4B']","['MAPK1', 'PDE4B']",Antigen receptor-mediated signaling pathway
Process,GO:0050852,2,0.071,9606,"['MAPK1', 'PDE4B']","['MAPK1', 'PDE4B']",T cell receptor signaling pathway
Process,GO:0050853,1,0.036,9606,['MAPK1'],['MAPK1'],B cell receptor signaling pathway
Process,GO:0050863,6,0.214,9606,"['CD74', 'IRF1', 'IL1B', 'SOD1', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'IL1B', 'SOD1', 'RUNX3', 'BCL6']",Regulation of T cell activation
Process,GO:0050864,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Regulation of B cell activation
Process,GO:0050865,7,0.25,9606,"['CD74', 'IRF1', 'IL1B', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'IL1B', 'SOD1', 'TLR4', 'RUNX3', 'BCL6']",Regulation of cell activation
Process,GO:0050866,4,0.143,9606,"['CD74', 'IRF1', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'RUNX3', 'BCL6']",Negative regulation of cell activation
Process,GO:0050867,5,0.179,9606,"['CD74', 'IL1B', 'TLR4', 'RUNX3', 'BCL6']","['CD74', 'IL1B', 'TLR4', 'RUNX3', 'BCL6']",Positive regulation of cell activation
Process,GO:0050868,4,0.143,9606,"['CD74', 'IRF1', 'RUNX3', 'BCL6']","['CD74', 'IRF1', 'RUNX3', 'BCL6']",Negative regulation of T cell activation
Process,GO:0050869,1,0.036,9606,['BCL6'],['BCL6'],Negative regulation of B cell activation
Process,GO:0050870,4,0.143,9606,"['CD74', 'IL1B', 'RUNX3', 'BCL6']","['CD74', 'IL1B', 'RUNX3', 'BCL6']",Positive regulation of T cell activation
Process,GO:0050871,3,0.107,9606,"['CD74', 'TLR4', 'BCL6']","['CD74', 'TLR4', 'BCL6']",Positive regulation of B cell activation
Process,GO:0050873,1,0.036,9606,['PTGS2'],['PTGS2'],Brown fat cell differentiation
Process,GO:0050877,4,0.143,9606,"['MAPK1', 'SOD1', 'PTGS2', 'LGMN']","['MAPK1', 'SOD1', 'PTGS2', 'LGMN']",Nervous system process
Process,GO:0050890,3,0.107,9606,"['MAPK1', 'PTGS2', 'LGMN']","['MAPK1', 'PTGS2', 'LGMN']",Cognition
Process,GO:0050896,22,0.786,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'CXCL10', 'FBXO31', 'SP1', 'PDE4B', 'CTSB', 'GMFB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6']",Response to stimulus
Process,GO:0050900,3,0.107,9606,"['IL1B', 'CXCL10', 'PDE4B']","['IL1B', 'CXCL10', 'PDE4B']",Leukocyte migration
Process,GO:0050918,1,0.036,9606,['CXCL10'],['CXCL10'],Positive chemotaxis
Process,GO:0050920,4,0.143,9606,"['CD74', 'MAPK1', 'CXCL10', 'LGMN']","['CD74', 'MAPK1', 'CXCL10', 'LGMN']",Regulation of chemotaxis
Process,GO:0050921,4,0.143,9606,"['CD74', 'MAPK1', 'CXCL10', 'LGMN']","['CD74', 'MAPK1', 'CXCL10', 'LGMN']",Positive regulation of chemotaxis
Process,GO:0050954,1,0.036,9606,['SOD1'],['SOD1'],Sensory perception of mechanical stimulus
Process,GO:0050994,1,0.036,9606,['IL1B'],['IL1B'],Regulation of lipid catabolic process
Process,GO:0050995,1,0.036,9606,['IL1B'],['IL1B'],Negative regulation of lipid catabolic process
Process,GO:0050996,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of lipid catabolic process
Process,GO:0050999,1,0.036,9606,['IL1B'],['IL1B'],Regulation of nitric-oxide synthase activity
Process,GO:0051014,1,0.036,9606,['GMFB'],['GMFB'],Actin filament severing
Process,GO:0051043,1,0.036,9606,['IL1B'],['IL1B'],Regulation of membrane protein ectodomain proteolysis
Process,GO:0051044,1,0.036,9606,['IL1B'],['IL1B'],Positive regulation of membrane protein ectodomain proteolysis
