OriginalID,GeneSymbol,logFC,logCPM,PValue,FDR,Dataset,Species
Snora31,SNORA31,-2.19651153283383,1.10471961240203,5.80604700148052e-05,0.000767643637117,GSE104036,Mouse
Epha5,EPHA5,-0.480799628295311,6.80385071337816,5.81222671965284e-05,0.0007678681946125,GSE104036,Mouse
Psrc1,PSRC1,1.02755965681193,2.94925587585748,5.82475514454661e-05,0.0007689305038659,GSE104036,Mouse
Ripk1,RIPK1,1.02293227049664,2.5404980653004,5.85301277947374e-05,0.0007720660044363,GSE104036,Mouse
Amigo3,AMIGO3,0.980968872175232,2.65457028057724,5.88277373875357e-05,0.0007753948308734,GSE104036,Mouse
Tomm7,TOMM7,-0.576005584124044,4.77514847157197,5.89041626397217e-05,0.0007758054011004,GSE104036,Mouse
Chst1,CHST1,-0.460549703461305,7.00566981523138,5.96024523431746e-05,0.0007843994016131,GSE104036,Mouse
Nelfcd,NELFCD,-0.567769721181235,4.4868775778849,5.97906073167044e-05,0.0007862717239997,GSE104036,Mouse
Ero1l,ERO1L,0.551735060734849,5.67246883682784,6.0283876878084e-05,0.0007921504833634,GSE104036,Mouse
Abcb9,ABCB9,-0.492245671473947,5.3698251420059,6.06774962520634e-05,0.0007967117994475,GSE104036,Mouse
Ppp1r3fos,PPP1R3FOS,1.66064424683983,-0.562792111016574,6.08744488398909e-05,0.0007976426748559,GSE104036,Mouse
Egf,EGF,1.19687469361199,0.806523982805433,6.08748480467587e-05,0.0007976426748559,GSE104036,Mouse
Cd53,CD53,1.6505973753248,3.66759117373557,6.08880431112659e-05,0.0007976426748559,GSE104036,Mouse
Myof,MYOF,1.1012711731331,2.65284601243101,6.1272476827362e-05,0.0008020656153069,GSE104036,Mouse
Islr2,ISLR2,-0.650112697016331,6.46934041589905,6.13224076660069e-05,0.000802106454471,GSE104036,Mouse
H2afz,H2AFZ,-0.554415001646021,5.64339922831295,6.13830171487036e-05,0.0008022868030839,GSE104036,Mouse
Mmd2,MMD2,-0.546887410704749,6.87870164175108,6.18879124961781e-05,0.0008082693449862,GSE104036,Mouse
Timm8b,TIMM8B,-0.591006071137006,4.37644843284262,6.25011505854429e-05,0.0008156566757666,GSE104036,Mouse
Ptms,PTMS,-0.56286577764032,6.23578562593435,6.27316221375276e-05,0.0008180413586959,GSE104036,Mouse
Ccar1,CCAR1,0.671244954328668,5.2667445895244,6.28730549525948e-05,0.0008186664232272,GSE104036,Mouse
Slc7a4,SLC7A4,-0.479968873142982,6.03929590717226,6.28751101819095e-05,0.0008186664232272,GSE104036,Mouse
Trip10,TRIP10,0.839831300640871,2.33743443225553,6.29394325828096e-05,0.0008188816836039,GSE104036,Mouse
Fh1,FH1,-0.554302994846515,5.50206403031394,6.30504843411734e-05,0.0008197041344355,GSE104036,Mouse
Syt9,SYT9,-0.776129412937995,2.60809469758614,6.31213193721933e-05,0.0008200028866129,GSE104036,Mouse
Tmeff1,TMEFF1,-0.510409441357345,5.970624061701,6.32034723280899e-05,0.0008204481048044,GSE104036,Mouse
Spint1,SPINT1,1.10086905702223,1.62165913203872,6.42796814978327e-05,0.0008337867846066,GSE104036,Mouse
Arf5,ARF5,-0.582626579056653,5.64538798878409,6.44822788078049e-05,0.0008357820328076,GSE104036,Mouse
Nt5dc1,NT5DC1,0.94100951692432,1.66763066578996,6.45323051836664e-05,0.0008357982232215,GSE104036,Mouse
Acpp,ACPP,2.84125556409724,-1.60927715131447,6.46474951712671e-05,0.0008366577264045,GSE104036,Mouse
Pcnxl2,PCNXL2,-0.469862317870684,7.29706837528809,6.48348461463476e-05,0.0008384491235605,GSE104036,Mouse
Paqr7,PAQR7,-0.648533021885826,5.67373684108701,6.56514847150656e-05,0.0008483696761633,GSE104036,Mouse
Ttc37,TTC37,0.50711013758357,4.93677899980555,6.58129744990107e-05,0.0008498156126906,GSE104036,Mouse
Oasl2,OASL2,1.69294271375871,1.05669011082524,6.62569037547094e-05,0.0008549036489736,GSE104036,Mouse
Pgd,PGD,0.622646928799971,4.13802339073034,6.67030430309603e-05,0.0008600125224495,GSE104036,Mouse
Ncf4,NCF4,2.15299896676946,0.167602572560159,6.68138735021911e-05,0.0008607937762857,GSE104036,Mouse
S100a9,S100A9,3.86386511172575,0.692646262008847,6.73446285847295e-05,0.000866979872877,GSE104036,Mouse
Klc1,KLC1,-0.475400144543813,8.57622929858543,6.77683595870415e-05,0.000871779911054,GSE104036,Mouse
Cers3,CERS3,2.07349038895934,0.12607428769688,6.78905601766266e-05,0.0008726967356537,GSE104036,Mouse
Srr,SRR,-0.517818823471191,4.756697703729,6.80777395242203e-05,0.0008744468266473,GSE104036,Mouse
Dnm3os,DNM3OS,1.1067510656773,1.48190006314494,6.8571964155915e-05,0.0008801352852521,GSE104036,Mouse
Rab11fip4,RAB11FIP4,-0.588836400555316,8.51180344048615,6.86934134669511e-05,0.0008810341614941,GSE104036,Mouse
Bend6,BEND6,-0.645978238521097,5.91069767994953,6.899856246956e-05,0.0008840315392172,GSE104036,Mouse
Klf6,KLF6,0.564928651926308,5.62466736368797,6.90303005236433e-05,0.0008840315392172,GSE104036,Mouse
Misp,MISP,2.35669962049296,-1.69124271639484,6.93022923184681e-05,0.0008868519633136,GSE104036,Mouse
Tle3,TLE3,0.714352928220128,5.65466072882103,6.96677982058094e-05,0.0008908639718332,GSE104036,Mouse
Apod,APOD,1.21583860677414,6.52316826738585,7.02563936426016e-05,0.0008977205854332,GSE104036,Mouse
Gm10382,GM10382,1.47969889776749,0.430484416253752,7.05244964434484e-05,0.0009004748484042,GSE104036,Mouse
1500011K16Rik,1500011K16RIK,-0.71252751318797,3.36947503686178,7.0675398906964e-05,0.0009017296800229,GSE104036,Mouse
Crtc2,CRTC2,0.713242126694031,3.40820382818128,7.08608707552818e-05,0.0009034233782676,GSE104036,Mouse
R3hdm4,R3HDM4,-0.488342928696152,6.11440893087236,7.09511072589753e-05,0.0009039012809535,GSE104036,Mouse
H2-DMa,H2-DMA,-0.807314138376712,2.62195837908648,7.20586580063385e-05,0.0009173292012916,GSE104036,Mouse
Tprgl,TPRGL,-0.477060424161828,6.14472968046899,7.22413028467741e-05,0.0009189715844688,GSE104036,Mouse
Klhdc4,KLHDC4,0.646820441336011,4.30833178357388,7.23933272448352e-05,0.0009195933425339,GSE104036,Mouse
Ppp4r1,PPP4R1,0.48820954782011,5.07373991135443,7.23975149739299e-05,0.0009195933425339,GSE104036,Mouse
Nfxl1,NFXL1,0.719805238871367,3.46545325372629,7.24787220316648e-05,0.0009199428903796,GSE104036,Mouse
Epha7,EPHA7,-0.548614264527933,6.03074373775113,7.27142608844945e-05,0.000922249341418,GSE104036,Mouse
Rilpl1,RILPL1,-0.580117216099571,5.06468073611378,7.3715332796378e-05,0.0009336876545469,GSE104036,Mouse
Rnd3,RND3,0.643055558886471,3.52945081279714,7.37250888008169e-05,0.0009336876545469,GSE104036,Mouse
Gm22179,GM22179,-0.829587990743103,7.85808433823295,7.46700438164626e-05,0.0009449565737039,GSE104036,Mouse
Ramp1,RAMP1,-0.534232561535674,5.27566060430779,7.47545676237042e-05,0.0009453280562599,GSE104036,Mouse
Fry,FRY,-0.493671123854312,8.465441235582,7.55193554913628e-05,0.000954295100549,GSE104036,Mouse
Mmp14,MMP14,1.20490395964996,2.41894374599971,7.63989274631288e-05,0.0009646983213564,GSE104036,Mouse
Shc3,SHC3,-0.51142726436633,5.55136295462789,7.67546778349764e-05,0.0009684767339486,GSE104036,Mouse
Nyap1,NYAP1,-0.539557642617561,4.94400375620678,7.69260977038109e-05,0.0009693836979938,GSE104036,Mouse
Zer1,ZER1,-0.479862622944219,7.02249580023347,7.69397040718795e-05,0.0009693836979938,GSE104036,Mouse
Cp,CP,1.12702915749406,4.72402524804258,7.72925692542222e-05,0.0009731140148207,GSE104036,Mouse
Gjb2,GJB2,1.36633658882304,2.42187623289098,7.78825491085433e-05,0.000979524329359,GSE104036,Mouse
Gm22486,GM22486,-0.965257841071789,7.84984308793794,7.79160584135594e-05,0.000979524329359,GSE104036,Mouse
Nomo1,NOMO1,-0.478623893218768,6.88462245543409,7.81011889215828e-05,0.0009799834275674,GSE104036,Mouse
Olfm3,OLFM3,-0.543357833175528,5.36902722569949,7.81052701789266e-05,0.0009799834275674,GSE104036,Mouse
Gdap1,GDAP1,-0.502362487446475,6.10583228894087,7.81241530234705e-05,0.0009799834275674,GSE104036,Mouse
1700071M16Rik,1700071M16RIK,1.49522164409538,-0.156182237578969,7.85727955870962e-05,0.0009846701826918,GSE104036,Mouse
Hmgb1-ps6,HMGB1-PS6,2.02159446541664,-0.96146411668485,7.86127114048712e-05,0.0009846701826918,GSE104036,Mouse
Cdk5rap2,CDK5RAP2,0.589647559002822,4.4338467469032,7.86919496335949e-05,0.0009849427004906,GSE104036,Mouse
Ccdc36,CCDC36,1.88910261380422,-0.170519667774361,7.87640048483795e-05,0.0009851249803481,GSE104036,Mouse
Nfkbid,NFKBID,1.02374074904773,1.61537771322421,7.89410973480405e-05,0.0009866197688247,GSE104036,Mouse
Ikbke,IKBKE,1.52584214723909,0.954842708650148,7.94243543700445e-05,0.0009918637857566,GSE104036,Mouse
Ythdf2,YTHDF2,0.632365739647053,5.328174840447,7.94764504140007e-05,0.0009918637857566,GSE104036,Mouse
Hsp90aa1,HSP90AA1,0.557376574524132,9.04924956691348,7.95749270724429e-05,0.0009921175359897,GSE104036,Mouse
Kif24,KIF24,0.833453816313365,2.73616141295766,7.96125831331105e-05,0.0009921175359897,GSE104036,Mouse
Plp1,PLP1,-0.575863535465075,8.31725652934985,8.01676519344754e-05,0.000998308659809,GSE104036,Mouse
Treml2,TREML2,1.67214976482262,-0.474555405350064,8.08259942992101e-05,0.0010057758985598,GSE104036,Mouse
Vdac1,VDAC1,-0.501100525430339,7.89989881799152,8.08883450376918e-05,0.0010058213296232,GSE104036,Mouse
Dclk1,DCLK1,-0.526478995755271,9.48885487006406,8.1065147375535e-05,0.0010072888326902,GSE104036,Mouse
Slc38a3,SLC38A3,-0.547387291245986,4.97172654459014,8.14290498419961e-05,0.0010110773688714,GSE104036,Mouse
Rbm12b1,RBM12B1,0.861224758496539,2.70298770762279,8.16552023508276e-05,0.0010131512616085,GSE104036,Mouse
Myl6,MYL6,-0.492936694672211,6.80100802181625,8.22627447768786e-05,0.001019950891282,GSE104036,Mouse
A230004M16Rik,A230004M16RIK,0.998283290358503,1.67630036346417,8.25378230058428e-05,0.0010225785846417,GSE104036,Mouse
Ckb,CKB,-0.471825752945206,9.52013769312131,8.25940333320183e-05,0.0010225785846417,GSE104036,Mouse
Arap1,ARAP1,0.853676074501204,3.80537096990495,8.28125497715007e-05,0.0010245437114329,GSE104036,Mouse
Chek1,CHEK1,1.11549213944505,0.850603458977319,8.30931420257353e-05,0.0010272734405562,GSE104036,Mouse
Nespas,NESPAS,1.73616381814877,-0.943282759341531,8.46171019744921e-05,0.0010453597998074,GSE104036,Mouse
Reps2,REPS2,-0.51845248949831,7.68860785040595,8.52098029256594e-05,0.0010513264182294,GSE104036,Mouse
Pdpn,PDPN,1.31131493680678,3.46357688207154,8.52227834794671e-05,0.0010513264182294,GSE104036,Mouse
Kcnma1,KCNMA1,-0.463427717515994,7.93008623100804,8.542912754153e-05,0.0010531137413123,GSE104036,Mouse
Rundc3a,RUNDC3A,-0.504730579203091,7.43061036431342,8.5858260879793e-05,0.0010576429188894,GSE104036,Mouse
Map6,MAP6,-0.460902576925431,6.22645406829075,8.60178228682485e-05,0.0010588472664133,GSE104036,Mouse
Myo5c,MYO5C,0.834448913638699,2.8468153226758,8.71294588225801e-05,0.0010717611463926,GSE104036,Mouse
Ehd2,EHD2,1.1981180331684,2.69261277694956,8.73794372389847e-05,0.0010740650337804,GSE104036,Mouse
Ifitm1,IFITM1,1.19090656124393,0.63412914669816,8.76111836726179e-05,0.0010761416718496,GSE104036,Mouse
Eef1a2,EEF1A2,-0.479053987943106,8.76960950129402,8.77445190208953e-05,0.0010770074021655,GSE104036,Mouse
Cnih3,CNIH3,-0.66717968443793,5.94779725927055,8.79100910403698e-05,0.0010782672941852,GSE104036,Mouse
Lrrn1,LRRN1,-0.600135268883308,5.2733067863952,8.81095116958035e-05,0.0010799402595905,GSE104036,Mouse
Lonrf3,LONRF3,0.668661076468534,4.1084197052841,8.86289508987595e-05,0.0010855304314869,GSE104036,Mouse
Kcnh7,KCNH7,-0.578785170778268,7.73641964317668,8.94364814360285e-05,0.0010946386495759,GSE104036,Mouse
Gm13357,GM13357,1.60999212487554,-0.377797539825067,8.95964701746888e-05,0.0010958140731215,GSE104036,Mouse
Zkscan3,ZKSCAN3,0.500344932463896,5.02830156616734,8.96642984531422e-05,0.0010958614507807,GSE104036,Mouse
D130043K22Rik,D130043K22RIK,-0.60291572889064,5.93598657493109,9.01561857558423e-05,0.0011010878424279,GSE104036,Mouse
Dnah17,DNAH17,1.09850887735625,2.38856755839967,9.0518217188565e-05,0.0011046516889202,GSE104036,Mouse
Prpf39,PRPF39,0.626084038252624,4.45232440704341,9.05769257620608e-05,0.0011046516889202,GSE104036,Mouse
Kctd15,KCTD15,0.915551229709229,2.97939931044992,9.07098159330219e-05,0.0011054855590414,GSE104036,Mouse
E230015B07Rik,E230015B07RIK,2.38105080327265,-1.7888875154818,9.1143706639364e-05,0.0011099839468838,GSE104036,Mouse
Adamtsl3,ADAMTSL3,1.52438661574854,1.93324726783832,9.18775990031901e-05,0.0011181268884372,GSE104036,Mouse
D6Wsu163e,D6WSU163E,-0.506822284422562,4.84389924472011,9.26456268545469e-05,0.0011266733968436,GSE104036,Mouse
Gm12689,GM12689,1.95211828478308,-1.47307190685836,9.2727291069602e-05,0.0011268667606224,GSE104036,Mouse
Gm12333,GM12333,1.53853017266357,-0.504875921095426,9.39173101606708e-05,0.0011405195674012,GSE104036,Mouse
Lbp,LBP,1.52925467695178,0.844350482097818,9.50360889731281e-05,0.0011532885159734,GSE104036,Mouse
Flot1,FLOT1,-0.582200254168803,5.61889195265426,9.60380012116129e-05,0.001164622187375,GSE104036,Mouse
Mcmbp,MCMBP,0.495119717333807,4.68397532651518,9.63746728439361e-05,0.0011678783728294,GSE104036,Mouse
Neurl1a,NEURL1A,-0.47132926826668,6.88713072762237,9.64982831800151e-05,0.0011685498814767,GSE104036,Mouse
Tnfrsf21,TNFRSF21,-0.455976470785104,6.02296176286625,9.70728434426308e-05,0.0011746773816309,GSE104036,Mouse
Nop2,NOP2,0.596452409071257,4.83137397567129,9.74291772493248e-05,0.0011781573409789,GSE104036,Mouse
Gm13919,GM13919,1.71792450559745,-0.553787931681914,9.75605276947101e-05,0.0011789137108948,GSE104036,Mouse
Wnt7b,WNT7B,-0.56347930349156,4.28546723645148,9.77630420771704e-05,0.001180528348127,GSE104036,Mouse
Ripply3,RIPPLY3,2.52921934819128,-2.13144557452847,9.80377379784251e-05,0.0011823451245567,GSE104036,Mouse
Kctd17,KCTD17,-0.529486165648195,5.43355075411195,9.80514982197335e-05,0.0011823451245567,GSE104036,Mouse
B3gnt7,B3GNT7,1.46376158926653,0.0628046983971817,9.82193043290128e-05,0.0011835357100405,GSE104036,Mouse
Tinf2,TINF2,0.670155791260239,3.0348916427654,9.87781195222823e-05,0.0011891001482573,GSE104036,Mouse
Spon2,SPON2,2.61235969291214,-1.44597664600992,9.88379400833081e-05,0.0011891001482573,GSE104036,Mouse
Abca1,ABCA1,0.703973139348231,6.71922040609912,9.89586629186413e-05,0.0011891001482573,GSE104036,Mouse
Adap1,ADAP1,-0.588904121651461,7.06790319335201,9.89586700563169e-05,0.0011891001482573,GSE104036,Mouse
Gsg1l,GSG1L,-0.775575160378701,6.26656265043453,9.946901954309e-05,0.0011943949893979,GSE104036,Mouse
Emcn,EMCN,1.77378954570331,1.91555664071793,9.9607766704532e-05,0.0011952234471163,GSE104036,Mouse
Smyd2,SMYD2,-0.49495955359524,4.79926360862877,9.99009379251722e-05,0.0011979024292147,GSE104036,Mouse
Bms1,BMS1,0.506787511530364,4.82654927446294,0.0001000210810192,0.0011985043519329,GSE104036,Mouse
Emilin1,EMILIN1,1.58516511576954,1.31081976931871,0.0001002825856955,0.0012007981173258,GSE104036,Mouse
Cd63,CD63,1.42847255277084,4.48689983861142,0.0001009855546472,0.0012083711444702,GSE104036,Mouse
Kbtbd11,KBTBD11,-0.487993351150515,6.6136603397918,0.0001018903818056,0.0012183473079138,GSE104036,Mouse
Ankrd13a,ANKRD13A,0.582846404289181,5.16517612649817,0.0001020019099647,0.001218830353728,GSE104036,Mouse
Creld1,CRELD1,-0.624746112739612,5.34616292249293,0.0001021487533577,0.0012197344172718,GSE104036,Mouse
Rassf1,RASSF1,0.858356423539928,2.56097588497819,0.0001025049528951,0.001223135353662,GSE104036,Mouse
Sept3,SEPT3,-0.490485533454424,8.15303747118797,0.0001030682188754,0.001229000647481,GSE104036,Mouse
Loxhd1,LOXHD1,1.97042437599606,1.54157607481178,0.0001031874063585,0.0012295662085906,GSE104036,Mouse
Dnaja1,DNAJA1,0.812395767401136,7.09343095643381,0.000103424126126,0.0012315305081102,GSE104036,Mouse
Efna3,EFNA3,-0.666510180318655,4.29428309404052,0.0001041213621874,0.0012382958569719,GSE104036,Mouse
Sept5,SEPT5,-0.566665954857166,8.02712042382994,0.0001041769001247,0.0012382958569719,GSE104036,Mouse
Ccl5,CCL5,2.25996945115358,-1.71009019886827,0.0001042090823316,0.0012382958569719,GSE104036,Mouse
Kdm5a,KDM5A,0.532718663925948,6.5221085505481,0.0001063043583885,0.0012623182127431,GSE104036,Mouse
Tpgs1,TPGS1,-0.681814312893337,3.47102486413946,0.0001074875830246,0.00127466507457,GSE104036,Mouse
Dmkn,DMKN,1.38132331796671,0.685721724024991,0.0001074929111615,0.00127466507457,GSE104036,Mouse
Bri3bp,BRI3BP,-0.449830573866834,7.52509991320466,0.0001079142874689,0.0012786814019144,GSE104036,Mouse
Kcnt2,KCNT2,-0.438503924958017,6.75047840574954,0.0001079808572261,0.0012786814019144,GSE104036,Mouse
Sema4c,SEMA4C,0.704022837884671,3.58608223411632,0.0001080560694996,0.0012786883638645,GSE104036,Mouse
Tmcc2,TMCC2,-0.443908444349713,6.83059351806767,0.0001083303008503,0.0012808972479255,GSE104036,Mouse
Rab3b,RAB3B,-0.629798599069867,4.09482928808935,0.000108392238663,0.0012808972479255,GSE104036,Mouse
Syt16,SYT16,-0.489544441835413,6.58014319279106,0.0001092013738102,0.0012891540183245,GSE104036,Mouse
Usp16,USP16,0.602471594495072,4.5844718785323,0.0001092414143336,0.0012891540183245,GSE104036,Mouse
Slc5a8,SLC5A8,2.29184993386536,-1.98722335233098,0.0001100912686186,0.0012982889798897,GSE104036,Mouse
Got1,GOT1,-0.527593276235899,7.43196055769712,0.0001102264890047,0.0012989896073563,GSE104036,Mouse
B3galt1,B3GALT1,-0.611417966084888,5.14126645459149,0.0001104627066355,0.0013008786791755,GSE104036,Mouse
Gm7452,GM7452,0.921566349915104,2.75518789281717,0.0001108077555459,0.0013040459418131,GSE104036,Mouse
Trappc2l,TRAPPC2L,-0.55997765359395,3.91417448894406,0.0001109315017561,0.0013046062337625,GSE104036,Mouse
Oscp1,OSCP1,-0.495078283281869,4.99359415557719,0.0001112374337673,0.0013073068776435,GSE104036,Mouse
Mvd,MVD,-0.6307928906175,3.6773425337645,0.0001115982422906,0.0013106483081907,GSE104036,Mouse
Mpo,MPO,2.09944674003872,-1.63618144076802,0.0001120318918878,0.001314840046232,GSE104036,Mouse
Cnpy3,CNPY3,-0.47051007875272,5.58548493187465,0.0001138818822656,0.0013356372707883,GSE104036,Mouse
Peg10,PEG10,0.745006550632116,4.76159075590669,0.0001142606356587,0.0013391627852338,GSE104036,Mouse
Tnfsf15,TNFSF15,2.32021997721854,-1.94507854859116,0.000115166399456,0.0013484477512758,GSE104036,Mouse
Cysltr2,CYSLTR2,1.91696954287554,-1.40707580683431,0.0001152102426535,0.0013484477512758,GSE104036,Mouse
Pak1,PAK1,-0.541958540731768,8.35182527167869,0.0001157777945805,0.0013537283435802,GSE104036,Mouse
Sema7a,SEMA7A,-0.576277339540673,6.66788563218433,0.0001158692368884,0.0013537283435802,GSE104036,Mouse
Cox8a,COX8A,-0.443342501764082,7.49761727400439,0.0001158984231124,0.0013537283435802,GSE104036,Mouse
Gm7361,GM7361,1.66346081440537,-0.986844695091046,0.0001160228442694,0.0013542584717694,GSE104036,Mouse
Unc80,UNC80,-0.439625229481202,8.99866102438636,0.0001172629604657,0.0013678017886864,GSE104036,Mouse
Cldn26,CLDN26,-1.85774344617624,-0.893197834707756,0.0001174652018487,0.0013692287303938,GSE104036,Mouse
Pygb,PYGB,-0.540413609464403,7.22438501712763,0.000117693882664,0.0013709617127458,GSE104036,Mouse
Plekho2,PLEKHO2,1.25017081900262,3.20580266422323,0.0001183012346582,0.0013771003096931,GSE104036,Mouse
Idi2,IDI2,1.66511639405022,-0.960008633287393,0.0001184543132962,0.0013779461360022,GSE104036,Mouse
Dock3,DOCK3,-0.468861025605259,8.79624766623003,0.0001185606998083,0.0013782480266053,GSE104036,Mouse
Hmmr,HMMR,1.55060986313607,-0.749929512094847,0.0001189430527466,0.001381755395806,GSE104036,Mouse
Snap23,SNAP23,0.694004633572019,3.34298773921906,0.0001197082571,0.0013897025646407,GSE104036,Mouse
Spsb2,SPSB2,1.07572907096803,0.963763950794238,0.000120068257577,0.0013922144318588,GSE104036,Mouse
Lpin3,LPIN3,1.36427798248565,0.677833861774198,0.0001200871275335,0.0013922144318588,GSE104036,Mouse
Polq,POLQ,0.933532223053216,2.8561750187801,0.0001204255062701,0.0013951934076671,GSE104036,Mouse
Col10a1,COL10A1,1.22437857518995,0.871149707788769,0.0001213423162075,0.0014048652623081,GSE104036,Mouse
Baat,BAAT,1.94272318051984,-1.15557228323671,0.000121561803352,0.0014064561110318,GSE104036,Mouse
Limd1,LIMD1,0.595106084318477,4.01293589368387,0.0001218833164263,0.0014092244446465,GSE104036,Mouse
Grid1,GRID1,-0.548931983340947,6.19097620724722,0.0001232196357556,0.0014232955451913,GSE104036,Mouse
Lrp1b,LRP1B,-0.640183423375369,7.45775580405934,0.0001232664481507,0.0014232955451913,GSE104036,Mouse
Dennd2c,DENND2C,1.5017580027955,0.441106989730487,0.0001243007078882,0.0014338616022666,GSE104036,Mouse
Irf7,IRF7,1.02298696932597,1.4901449819018,0.0001243488964673,0.0014338616022666,GSE104036,Mouse
Igsf9,IGSF9,0.971143695972038,1.83460107412139,0.0001250385737408,0.0014408446274711,GSE104036,Mouse
Ppapdc3,PPAPDC3,-0.579696122675525,4.33738738717662,0.0001254204447621,0.0014442737372309,GSE104036,Mouse
Gpm6a,GPM6A,-0.50024311921341,10.39161347266,0.0001256025144384,0.0014453989824735,GSE104036,Mouse
Gm15800,GM15800,-0.458673771763566,9.19000855565098,0.0001258092109461,0.0014468059258805,GSE104036,Mouse
Slc25a11,SLC25A11,-0.510903372957018,5.66832452794345,0.0001262193050056,0.0014505484850923,GSE104036,Mouse
Cisd1,CISD1,-0.534821481419227,5.4387392133102,0.000127207459939,0.0014609248163908,GSE104036,Mouse
Phf12,PHF12,0.624917747718529,5.02848477165154,0.0001277959030525,0.0014666997982621,GSE104036,Mouse
Gm16170,GM16170,1.87545251915458,-0.997159793763472,0.0001279130852338,0.0014670620585557,GSE104036,Mouse
Atg4a,ATG4A,0.798914537200828,2.51357137004407,0.0001282057001224,0.001469426817608,GSE104036,Mouse
Otof,OTOF,-1.02114327384823,4.10658378675945,0.0001282907802242,0.001469426817608,GSE104036,Mouse
Calm2,CALM2,-0.61779461127706,9.14377211470183,0.0001290608932588,0.0014772601242426,GSE104036,Mouse
Ccdc174,CCDC174,0.710927618255397,3.74883365732143,0.0001292815467173,0.0014787979325779,GSE104036,Mouse
5730409E04Rik,5730409E04RIK,-0.559809923674356,5.47163806862993,0.0001296768368699,0.0014815441440578,GSE104036,Mouse
Pvrl1,PVRL1,-0.595264149113099,5.66035115296463,0.0001296945559431,0.0014815441440578,GSE104036,Mouse
Rgs2,RGS2,0.556510969581357,4.95582549750678,0.0001308877529376,0.0014938287419047,GSE104036,Mouse
Btc,BTC,3.02201600346047,0.712319851776349,0.0001309443110791,0.0014938287419047,GSE104036,Mouse
Sdhb,SDHB,-0.494773873340959,6.23131728491635,0.0001324196265995,0.0015096542260695,GSE104036,Mouse
Gpr37,GPR37,-0.696478358067746,4.97365576790878,0.0001327744735089,0.0015126932204631,GSE104036,Mouse
Cd74,CD74,1.40141837464393,1.48228075668729,0.0001328982762192,0.0015127264630595,GSE104036,Mouse
Pkd1l2,PKD1L2,1.21786771514729,0.598019151338598,0.00013295395701,0.0015127264630595,GSE104036,Mouse
Kcnf1,KCNF1,-0.541582165254335,7.27111470421639,0.0001333850587778,0.0015166244075373,GSE104036,Mouse
Serp1,SERP1,0.527737660525494,5.36938086226453,0.0001334837777094,0.0015167404052062,GSE104036,Mouse
Zfp36,ZFP36,1.40564050236739,1.70425912264184,0.0001337842382,0.0015191470653132,GSE104036,Mouse
Uqcrc1,UQCRC1,-0.444974303389457,7.02469832349349,0.0001339284393815,0.0015197773568229,GSE104036,Mouse
Rgcc,RGCC,-0.607890313924407,3.45387242732617,0.0001345089444491,0.0015253545752063,GSE104036,Mouse
Arhgap11a,ARHGAP11A,1.27581358395687,1.79896889626743,0.0001352158483939,0.0015319677096132,GSE104036,Mouse
Mea1,MEA1,-0.630908751078035,4.17228357336335,0.0001352709159407,0.0015319677096132,GSE104036,Mouse
Bmpr1a,BMPR1A,0.459862520595346,5.93777860229712,0.0001356463891497,0.001535205335588,GSE104036,Mouse
Agap2,AGAP2,-0.515470881218811,9.04007407745554,0.0001359384012441,0.0015374947229822,GSE104036,Mouse
Ptpn1,PTPN1,0.604614741513781,5.65758479109713,0.0001363238346415,0.0015408370096192,GSE104036,Mouse
Cyba,CYBA,1.27616809571422,2.26832968546506,0.00013660117433,0.0015423365301009,GSE104036,Mouse
Btbd7,BTBD7,0.573149146481504,4.41355424966776,0.0001366365248143,0.0015423365301009,GSE104036,Mouse
Ubxn4,UBXN4,0.487069655211095,5.60842352734575,0.0001370124943144,0.0015455622712826,GSE104036,Mouse
Pnma2,PNMA2,-0.542037201770891,5.46306780706283,0.0001378623833615,0.0015532436544074,GSE104036,Mouse
Nav2,NAV2,0.591087357365643,6.4585048976403,0.0001378747358245,0.0015532436544074,GSE104036,Mouse
Mrps21,MRPS21,-0.732868001315234,3.68208462346317,0.0001393597530393,0.001567950128327,GSE104036,Mouse
Ifit1,IFIT1,1.08176064595764,1.7186083041077,0.0001393664079314,0.001567950128327,GSE104036,Mouse
Ryk,RYK,0.528455232168734,4.90607528914772,0.000139454683138,0.001567950128327,GSE104036,Mouse
Ccdc146,CCDC146,1.97773654373306,-1.5412916048901,0.0001397109161394,0.0015697136091739,GSE104036,Mouse
Gm15283,GM15283,1.19178257694841,0.465641370273287,0.0001397947457017,0.0015697136091739,GSE104036,Mouse
Mapk11,MAPK11,-0.53308126989594,4.77990907460091,0.0001399479761318,0.0015704050890755,GSE104036,Mouse
Ephb6,EPHB6,-0.530790629228518,6.81432244592572,0.0001412312104003,0.0015837675328601,GSE104036,Mouse
Fgd5,FGD5,0.937928924861601,2.47876806766935,0.0001414580364834,0.0015843462977667,GSE104036,Mouse
4930486L24Rik,4930486L24RIK,2.21106295882938,-1.28089859572664,0.0001414677464594,0.0015843462977667,GSE104036,Mouse
Slc35f1,SLC35F1,-0.473066810114861,5.88557980714878,0.0001420996715052,0.0015903839786032,GSE104036,Mouse
Mef2c,MEF2C,-0.523559236762372,8.87419581953014,0.0001435847190779,0.0016059557189299,GSE104036,Mouse
Spock1,SPOCK1,-0.47424073567635,7.65280996665518,0.0001441841335034,0.0016116080414754,GSE104036,Mouse
